app,date,all_ver_rate,ver_1,ver_1_rate,ver_2,ver_2_rate,ver_3,ver_3_rate
小学学生端Android,2019-04-03,0.04,3.1.8.2369,0.03,3.1.7.2332,0.04,3.1.9.2389,0.0
小学学生端Android,2019-04-04,0.03,3.1.8.2369,0.02,3.1.7.2332,0.05,3.1.9.2389,0.0
小学学生端Android,2019-04-05,0.03,3.1.8.2369,0.03,3.1.7.2332,0.05,3.1.9.2389,0.0
小学学生端Android,2019-04-06,0.03,3.1.8.2369,0.03,3.1.7.2332,0.05,3.1.9.2389,0.0
小学学生端Android,2019-04-07,0.03,3.1.8.2369,0.03,3.1.7.2332,0.05,3.1.9.2389,0.0
小学学生端Android,2019-04-08,0.04,3.1.8.2369,0.02,3.1.7.2332,0.04,3.1.9.2389,0.0
小学学生端Android,2019-04-09,0.03,3.1.8.2369,0.02,3.1.7.2332,0.05,3.1.9.2389,0.0
小学学生端Android,2019-04-10,0.03,3.1.8.2369,0.02,3.1.7.2332,0.04,3.1.9.2389,0.06
小学学生端Android,2019-04-11,0.03,3.1.8.2369,0.03,3.1.7.2332,0.05,3.1.9.2389,0.02
小学学生端Android,2019-04-12,0.04,3.1.8.2369,0.04,3.1.7.2332,0.06,3.1.9.2389,0.02
小学学生端Android,2019-04-13,0.04,3.1.8.2369,0.04,3.1.7.2332,0.06,3.1.9.2389,0.02
小学学生端Android,2019-04-14,0.04,3.1.8.2369,0.04,3.1.7.2332,0.04,3.1.9.2389,0.02
小学学生端Android,2019-04-15,0.03,3.1.8.2369,0.05,3.1.7.2332,0.05,3.1.9.2389,0.02
小学学生端Android,2019-04-15,0.03,3.1.8.2369,0.05,3.1.7.2332,0.05,3.1.9.2389,0.02
小学学生端Android,2019-04-16,0.03,3.1.8.2369,0.05,3.1.7.2332,0.05,3.1.9.2389,0.02
小学学生端Android,2019-04-16,0.03,3.1.8.2369,0.05,3.1.9.2389,0.02,3.1.7.2332,0.05
小学学生端Android,2019-04-17,0.03,3.1.8.2369,0.04,3.1.9.2389,0.02,3.1.7.2332,0.04
小学学生端Android,2019-04-17,0.03,3.1.8.2369,0.04,3.1.9.2389,0.02,3.1.7.2332,0.04
小学学生端Android,2019-04-18,0.03,3.1.8.2369,0.04,3.1.9.2389,0.02,3.1.7.2332,0.04
小学学生端Android,2019-04-18,0.03,3.1.8.2369,0.04,3.1.9.2389,0.02,3.1.7.2332,0.04
小学学生端Android,2019-04-19,0.06,3.1.8.2369,0.08,3.1.9.2389,0.05,3.1.7.2332,0.07
小学学生端Android,2019-04-19,0.06,3.1.8.2369,0.08,3.1.9.2389,0.05,3.1.7.2332,0.07
小学学生端Android,2019-04-20,0.08,3.1.8.2369,0.09,3.1.9.2389,0.07,3.1.7.2332,0.09
小学学生端Android,2019-04-20,0.08,3.1.9.2389,0.07,3.1.8.2369,0.09,3.1.7.2332,0.09
小学学生端Android,2019-04-21,0.07,3.1.9.2389,0.06,3.1.8.2369,0.09,3.1.7.2332,0.09
小学学生端Android,2019-04-21,0.07,3.1.9.2389,0.06,3.1.8.2369,0.09,3.1.7.2332,0.09
小学学生端Android,2019-04-22,0.08,3.1.9.2389,0.07,3.1.8.2369,0.1,3.1.7.2332,0.09
小学学生端Android,2019-04-22,0.08,3.1.9.2389,0.07,3.1.8.2369,0.1,3.1.7.2332,0.09
小学学生端Android,2019-04-23,0.08,3.1.9.2389,0.06,3.1.8.2369,0.09,3.1.7.2332,0.08
小学学生端Android,2019-04-23,0.08,3.1.9.2389,0.06,3.1.8.2369,0.09,3.1.7.2332,0.08
小学学生端Android,2019-04-24,0.07,3.1.9.2389,0.05,3.1.8.2369,0.08,3.1.7.2332,0.07
小学学生端Android,2019-04-24,0.07,3.1.9.2389,0.05,3.1.8.2369,0.08,3.1.7.2332,0.07
小学学生端Android,2019-04-25,0.07,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.07
小学学生端Android,2019-04-25,0.07,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.07
小学学生端Android,2019-04-26,0.06,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.08
小学学生端Android,2019-04-26,0.06,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.08
小学学生端Android,2019-04-27,0.07,3.1.9.2389,0.05,3.1.8.2369,0.08,3.1.7.2332,0.07
小学学生端Android,2019-04-27,0.07,3.1.9.2389,0.05,3.1.8.2369,0.08,3.1.7.2332,0.07
小学学生端Android,2019-04-28,0.06,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.06
小学学生端Android,2019-04-28,0.06,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.06
小学学生端Android,2019-04-29,0.06,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.08
小学学生端Android,2019-04-29,0.06,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.08
小学学生端Android,2019-04-30,0.06,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.08
小学学生端Android,2019-04-30,0.06,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.08
小学学生端Android,2019-05-01,0.06,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-01,0.06,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-02,0.06,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.06
小学学生端Android,2019-05-02,0.06,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.06
小学学生端Android,2019-05-03,0.06,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.08
小学学生端Android,2019-05-03,0.06,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.08
小学学生端Android,2019-05-04,0.06,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.08
小学学生端Android,2019-05-04,0.06,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.08
小学学生端Android,2019-05-05,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.05
小学学生端Android,2019-05-05,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.05
小学学生端Android,2019-05-06,0.05,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.07
小学学生端Android,2019-05-06,0.05,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.07
小学学生端Android,2019-05-07,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-07,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-08,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.08
小学学生端Android,2019-05-08,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.08
小学学生端Android,2019-05-09,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-09,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-10,0.05,3.1.9.2389,0.04,3.1.8.2369,0.05,3.1.7.2332,0.05
小学学生端Android,2019-05-10,0.05,3.1.9.2389,0.04,3.1.8.2369,0.05,3.1.7.2332,0.05
小学学生端Android,2019-05-11,0.06,3.1.9.2389,0.05,3.1.8.2369,0.07,3.1.7.2332,0.07
小学学生端Android,2019-05-11,0.06,3.1.9.2389,0.05,3.1.8.2369,0.07,3.1.7.2332,0.07
小学学生端Android,2019-05-12,0.06,3.1.9.2389,0.05,3.1.8.2369,0.06,3.1.7.2332,0.08
小学学生端Android,2019-05-12,0.06,3.1.9.2389,0.05,3.1.8.2369,0.06,3.1.7.2332,0.08
小学学生端Android,2019-05-13,0.06,3.1.9.2389,0.05,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-13,0.06,3.1.9.2389,0.05,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-14,0.06,3.1.9.2389,0.05,3.1.8.2369,0.06,3.1.7.2332,0.06
小学学生端Android,2019-05-14,0.06,3.1.9.2389,0.05,3.1.8.2369,0.06,3.1.7.2332,0.06
小学学生端Android,2019-05-15,0.05,3.1.9.2389,0.05,3.1.8.2369,0.06,3.1.7.2332,0.06
小学学生端Android,2019-05-15,0.05,3.1.9.2389,0.05,3.1.8.2369,0.06,3.1.7.2332,0.06
小学学生端Android,2019-05-16,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-16,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-17,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.08
小学学生端Android,2019-05-17,0.05,3.1.9.2389,0.04,3.1.8.2369,0.06,3.1.7.2332,0.08
小学学生端Android,2019-05-18,0.05,3.1.9.2389,0.05,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-18,0.05,3.1.9.2389,0.05,3.1.8.2369,0.06,3.1.7.2332,0.07
小学学生端Android,2019-05-19,0.05,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.08
小学学生端Android,2019-05-19,0.05,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.08
小学学生端Android,2019-05-20,0.04,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.06
小学学生端Android,2019-05-20,0.04,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.06
小学学生端Android,2019-05-21,0.05,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.06
小学学生端Android,2019-05-21,0.05,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.06
小学学生端Android,2019-05-22,0.05,3.1.9.2389,0.04,3.1.8.2369,0.09,3.1.7.2332,0.07
小学学生端Android,2019-05-22,0.05,3.1.9.2389,0.04,3.1.8.2369,0.09,3.1.7.2332,0.07
小学学生端Android,2019-05-23,0.05,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.06
小学学生端Android,2019-05-23,0.05,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.06
小学学生端Android,2019-05-24,0.04,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.07
小学学生端Android,2019-05-24,0.04,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.07
小学学生端Android,2019-05-25,0.05,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.08
小学学生端Android,2019-05-25,0.05,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.08
小学学生端Android,2019-05-26,0.05,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.06
小学学生端Android,2019-05-26,0.05,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.06
小学学生端Android,2019-05-27,0.04,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.06
小学学生端Android,2019-05-27,0.04,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.06
小学学生端Android,2019-05-28,0.04,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.06
小学学生端Android,2019-05-28,0.04,3.1.9.2389,0.04,3.1.8.2369,0.07,3.1.7.2332,0.06
小学学生端Android,2019-05-29,0.04,3.1.9.2389,0.04,3.1.8.2369,0.08,3.1.7.2332,0.07
小学学生端iOS,2019-04-01,0.1,3.1.8,0.03,3.1.6,0.06,3.1.4,0.03
小学学生端iOS,2019-04-02,0.09,3.1.8,0.03,3.1.6,0.05,3.1.4,0.04
小学学生端iOS,2019-04-03,0.08,3.1.8,0.03,3.1.6,0.06,3.1.4,0.04
小学学生端iOS,2019-04-04,0.09,3.1.8,0.03,3.1.6,0.06,3.1.4,0.03
小学学生端iOS,2019-04-05,0.09,3.1.8,0.03,3.1.6,0.07,3.1.4,0.02
小学学生端iOS,2019-04-06,0.1,3.1.8,0.03,3.1.6,0.05,3.1.4,0.02
小学学生端iOS,2019-04-07,0.09,3.1.8,0.03,3.1.6,0.06,3.1.4,0.04
小学学生端iOS,2019-04-08,0.09,3.1.8,0.03,3.1.6,0.07,3.1.4,0.05
小学学生端iOS,2019-04-09,0.08,3.1.8,0.04,3.1.6,0.08,3.1.4,0.04
小学学生端iOS,2019-04-10,0.08,3.1.8,0.03,3.1.6,0.06,3.1.4,0.05
小学学生端iOS,2019-04-11,0.08,3.1.8,0.03,3.1.6,0.06,3.1.4,0.03
小学学生端iOS,2019-04-12,0.08,3.1.8,0.03,3.1.6,0.06,3.1.4,0.04
小学学生端iOS,2019-04-13,0.09,3.1.8,0.03,3.1.6,0.07,3.1.4,0.03
小学学生端iOS,2019-04-14,0.09,3.1.8,0.03,3.1.6,0.08,3.1.4,0.03
小学学生端iOS,2019-04-15,0.07,3.1.8,0.03,3.1.6,0.06,3.1.4,0.03
小学学生端iOS,2019-04-15,0.07,3.1.8,0.03,3.1.6,0.06,3.1.9,0.03
小学学生端iOS,2019-04-16,0.06,3.1.8,0.03,3.1.6,0.05,3.1.9,0.03
小学学生端iOS,2019-04-16,0.06,3.1.8,0.03,3.1.6,0.05,3.1.9,0.03
小学学生端iOS,2019-04-17,0.06,3.1.8,0.03,3.1.6,0.05,3.1.9,0.02
小学学生端iOS,2019-04-17,0.06,3.1.8,0.03,3.1.6,0.05,3.1.9,0.02
小学学生端iOS,2019-04-18,0.06,3.1.8,0.03,3.1.6,0.05,3.1.9,0.02
小学学生端iOS,2019-04-18,0.06,3.1.9,0.02,3.1.8,0.03,3.1.6,0.05
小学学生端iOS,2019-04-19,0.08,3.1.9,0.03,3.1.8,0.04,3.1.6,0.07
小学学生端iOS,2019-04-19,0.08,3.1.9,0.03,3.1.8,0.04,3.1.6,0.07
小学学生端iOS,2019-04-20,0.08,3.1.9,0.03,3.1.8,0.04,3.1.6,0.07
小学学生端iOS,2019-04-20,0.08,3.1.9,0.03,3.1.6,0.07,3.1.8,0.04
小学学生端iOS,2019-04-21,0.08,3.1.9,0.03,3.1.6,0.05,3.1.8,0.04
小学学生端iOS,2019-04-21,0.08,3.1.9,0.03,3.1.6,0.05,3.1.8,0.04
小学学生端iOS,2019-04-22,0.07,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-22,0.07,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-23,0.07,3.1.9,0.03,3.1.6,0.07,3.1.8,0.04
小学学生端iOS,2019-04-23,0.07,3.1.9,0.03,3.1.6,0.07,3.1.8,0.04
小学学生端iOS,2019-04-24,0.07,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-24,0.07,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-25,0.07,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-25,0.07,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-26,0.08,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-26,0.08,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-27,0.08,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-27,0.08,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-28,0.08,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-28,0.08,3.1.9,0.03,3.1.6,0.06,3.1.8,0.04
小学学生端iOS,2019-04-29,0.07,3.1.9,0.03,3.1.6,0.07,3.1.8,0.04
小学学生端iOS,2019-04-29,0.07,3.1.9,0.03,3.1.6,0.07,3.1.8,0.04
小学学生端iOS,2019-04-30,0.08,3.1.9,0.03,3.1.6,0.05,3.1.8,0.03
小学学生端iOS,2019-04-30,0.08,3.1.9,0.03,3.1.6,0.05,3.1.10,0.02
小学学生端iOS,2019-05-01,0.09,3.1.9,0.03,3.1.6,0.07,3.1.10,0.02
小学学生端iOS,2019-05-01,0.09,3.1.9,0.03,3.1.6,0.07,3.1.10,0.02
小学学生端iOS,2019-05-02,0.09,3.1.9,0.04,3.1.6,0.04,3.1.10,0.02
小学学生端iOS,2019-05-02,0.09,3.1.9,0.04,3.1.10,0.02,3.1.6,0.04
小学学生端iOS,2019-05-03,0.1,3.1.9,0.04,3.1.10,0.02,3.1.6,0.06
小学学生端iOS,2019-05-03,0.1,3.1.10,0.02,3.1.9,0.04,3.1.6,0.06
小学学生端iOS,2019-05-04,0.1,3.1.10,0.03,3.1.9,0.04,3.1.6,0.07
小学学生端iOS,2019-05-04,0.1,3.1.10,0.03,3.1.9,0.04,3.1.6,0.07
小学学生端iOS,2019-05-05,0.09,3.1.10,0.03,3.1.9,0.05,3.1.6,0.06
小学学生端iOS,2019-05-05,0.09,3.1.10,0.03,3.1.6,0.06,3.1.9,0.05
小学学生端iOS,2019-05-06,0.08,3.1.10,0.03,3.1.6,0.06,3.1.9,0.05
小学学生端iOS,2019-05-06,0.08,3.1.10,0.03,3.1.6,0.06,3.1.9,0.05
小学学生端iOS,2019-05-07,0.08,3.1.10,0.03,3.1.6,0.05,3.1.9,0.04
小学学生端iOS,2019-05-07,0.08,3.1.10,0.03,3.1.6,0.05,3.1.9,0.04
小学学生端iOS,2019-05-08,0.05,3.1.10,0.03,3.1.6,0.05,3.1.9,0.05
小学学生端iOS,2019-05-08,0.05,3.1.10,0.03,3.1.6,0.05,3.1.9,0.05
小学学生端iOS,2019-05-09,0.05,3.1.10,0.03,3.1.6,0.05,3.1.9,0.04
小学学生端iOS,2019-05-09,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-10,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-10,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-11,0.06,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.44
小学学生端iOS,2019-05-11,0.06,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.44
小学学生端iOS,2019-05-12,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-12,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-13,0.05,3.1.10,0.03,3.1.6,0.06,2.9.0.662,0.0
小学学生端iOS,2019-05-13,0.05,3.1.10,0.03,3.1.6,0.06,2.9.0.662,0.0
小学学生端iOS,2019-05-14,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-14,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-15,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.45
小学学生端iOS,2019-05-15,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.45
小学学生端iOS,2019-05-16,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-16,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-17,0.05,3.1.10,0.03,3.1.6,0.06,2.9.0.662,0.0
小学学生端iOS,2019-05-17,0.05,3.1.10,0.03,3.1.6,0.06,2.9.0.662,0.0
小学学生端iOS,2019-05-18,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-18,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-19,0.05,3.1.10,0.03,3.1.6,0.06,2.9.0.662,0.0
小学学生端iOS,2019-05-19,0.05,3.1.10,0.03,3.1.6,0.06,2.9.0.662,0.0
小学学生端iOS,2019-05-20,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-20,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-21,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-21,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-22,0.05,3.1.10,0.04,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-22,0.05,3.1.10,0.04,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-23,0.04,3.1.10,0.03,3.1.6,0.06,2.9.0.662,0.63
小学学生端iOS,2019-05-23,0.04,3.1.10,0.03,3.1.6,0.06,2.9.0.662,0.63
小学学生端iOS,2019-05-24,0.05,3.1.10,0.03,3.1.6,0.04,2.9.0.662,0.0
小学学生端iOS,2019-05-24,0.05,3.1.10,0.03,3.1.6,0.04,2.9.0.662,0.0
小学学生端iOS,2019-05-25,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-25,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-26,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-26,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学学生端iOS,2019-05-27,0.05,3.1.10,0.03,3.1.6,0.06,2.9.0.662,0.0
小学学生端iOS,2019-05-27,0.05,3.1.10,0.03,3.1.6,0.06,2.9.0.662,0.0
小学学生端iOS,2019-05-28,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.81
小学学生端iOS,2019-05-28,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.81
小学学生端iOS,2019-05-29,0.05,3.1.10,0.03,3.1.6,0.05,2.9.0.662,0.0
小学老师端Android,2019-04-01,0.05,1.6.1.1178,0.0,1.9.3.1644,0.04,1.7.5.1355,0.0
小学老师端Android,2019-04-02,0.03,1.6.1.1178,0.0,1.9.3.1644,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-03,0.03,1.6.1.1178,0.0,1.9.3.1644,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-04,0.04,1.6.1.1178,0.0,1.9.3.1644,0.03,1.7.5.1355,0.0
小学老师端Android,2019-04-05,0.05,1.6.1.1178,0.0,1.9.3.1644,0.05,1.7.5.1355,0.0
小学老师端Android,2019-04-06,0.04,1.6.1.1178,0.0,1.9.3.1644,0.03,1.7.5.1355,5.26
小学老师端Android,2019-04-07,0.03,1.6.1.1178,0.0,1.9.3.1644,0.03,1.7.5.1355,0.0
小学老师端Android,2019-04-08,0.02,1.6.1.1178,0.0,1.9.3.1644,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-09,0.02,1.6.1.1178,0.0,1.9.3.1644,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-10,0.02,1.6.1.1178,0.0,1.9.3.1644,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-11,0.02,1.6.1.1178,0.0,1.9.3.1644,0.01,1.7.5.1355,0.0
小学老师端Android,2019-04-12,0.05,1.6.1.1178,0.0,1.9.3.1644,0.07,1.7.5.1355,0.0
小学老师端Android,2019-04-13,0.04,1.6.1.1178,0.0,1.9.3.1644,0.09,1.7.5.1355,0.0
小学老师端Android,2019-04-14,0.03,1.6.1.1178,0.0,1.9.3.1644,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-15,0.02,1.6.1.1178,0.0,1.9.3.1644,0.01,1.7.5.1355,0.0
小学老师端Android,2019-04-15,0.02,1.6.1.1178,0.0,1.9.3.1644,0.01,1.7.5.1355,0.0
小学老师端Android,2019-04-16,0.02,1.6.1.1178,0.0,1.9.3.1644,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-16,0.02,1.6.1.1178,0.0,1.9.3.1644,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-17,0.02,1.6.1.1178,0.0,1.9.3.1644,0.01,1.7.5.1355,0.0
小学老师端Android,2019-04-17,0.02,1.6.1.1178,0.0,1.9.3.1644,0.01,1.7.5.1355,0.0
小学老师端Android,2019-04-18,0.02,1.6.1.1178,0.0,1.9.3.1644,0.04,1.7.5.1355,0.0
小学老师端Android,2019-04-18,0.02,1.6.1.1178,0.0,1.9.3.1644,0.04,1.7.5.1355,0.0
小学老师端Android,2019-04-19,0.01,1.6.1.1178,0.0,1.9.3.1644,0.0,1.7.5.1355,0.0
小学老师端Android,2019-04-19,0.01,1.6.1.1178,0.0,1.9.3.1644,0.0,1.7.5.1355,0.0
小学老师端Android,2019-04-20,0.03,1.6.1.1178,0.0,1.9.3.1644,0.05,1.7.5.1355,0.0
小学老师端Android,2019-04-20,0.03,1.6.1.1178,0.0,1.9.3.1644,0.05,1.7.5.1355,0.0
小学老师端Android,2019-04-21,0.04,1.6.1.1178,0.0,1.9.3.1644,0.07,1.7.5.1355,0.0
小学老师端Android,2019-04-21,0.04,1.6.1.1178,0.0,1.9.3.1644,0.07,1.7.5.1355,0.0
小学老师端Android,2019-04-22,0.02,1.6.1.1178,0.0,1.9.3.1644,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-22,0.02,1.6.1.1178,0.0,1.9.3.1644,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-23,0.04,1.6.1.1178,0.0,1.9.3.1644,0.01,1.7.5.1355,0.0
小学老师端Android,2019-04-23,0.04,1.6.1.1178,0.0,1.9.3.1644,0.01,1.7.5.1355,0.0
小学老师端Android,2019-04-24,0.03,1.6.1.1178,0.0,1.9.3.1644,0.03,1.7.5.1355,0.0
小学老师端Android,2019-04-24,0.03,1.6.1.1178,0.0,1.9.3.1644,0.03,1.7.5.1355,0.0
小学老师端Android,2019-04-25,0.04,1.6.1.1178,0.0,1.9.3.1644,0.04,1.7.5.1355,0.0
小学老师端Android,2019-04-25,0.04,1.6.1.1178,0.0,1.7.5.1355,0.0,1.9.3.1644,0.04
小学老师端Android,2019-04-26,0.04,1.6.1.1178,0.0,1.7.5.1355,0.0,1.9.3.1644,0.04
小学老师端Android,2019-04-26,0.04,1.9.5.1702,7.69,1.9.5.1700,0.0,1.9.5.1701,0.0
小学老师端Android,2019-04-27,0.04,1.9.5.1702,1.28,1.9.5.1700,0.0,1.9.5.1701,0.0
小学老师端Android,2019-04-27,0.04,1.6.1.1178,0.0,1.7.5.1355,0.0,1.9.4.1660,0.03
小学老师端Android,2019-04-28,0.02,1.6.1.1178,0.0,1.7.5.1355,0.0,1.9.4.1660,0.01
小学老师端Android,2019-04-28,0.02,1.6.1.1178,0.0,1.9.4.1660,0.01,1.7.5.1355,0.0
小学老师端Android,2019-04-29,0.03,1.6.1.1178,0.0,1.9.4.1660,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-29,0.03,1.6.1.1178,0.0,1.9.4.1660,0.02,1.7.5.1355,0.0
小学老师端Android,2019-04-30,0.03,1.6.1.1178,0.0,1.9.4.1660,0.01,1.7.5.1355,0.0
小学老师端Android,2019-04-30,0.03,1.6.1.1178,0.0,1.9.4.1660,0.01,1.7.5.1355,0.0
小学老师端Android,2019-05-01,0.04,1.6.1.1178,0.0,1.9.4.1660,0.03,1.7.5.1355,0.0
小学老师端Android,2019-05-01,0.04,1.6.1.1178,0.0,1.9.4.1660,0.03,1.7.5.1355,0.0
小学老师端Android,2019-05-02,0.05,1.6.1.1178,0.0,1.9.4.1660,0.06,1.7.5.1355,0.0
